run,pattern,uptake_factor,peak_ngu,auc_ngu_ms,excess_auc_ngu_ms,time_above_ms,near_saturation_ms,clearance_ms
23,Tonic,0.5,1.6240857734603633,594.57494573978,34.93363212992337,181.5,0.0,64.5
24,Tonic,0.5,1.6317956459992038,623.2233659215499,39.21017239729804,203.75,0.0,78.5
25,Tonic,0.5,1.6732536119885433,612.892828405915,40.62909684823465,197.75,0.0,59.0
26,Tonic,0.5,1.6350377617591585,590.4279106323952,32.826067797317485,174.0,0.0,68.75
27,Tonic,0.5,1.838333869528442,662.7395507612149,63.29852948390734,246.0,0.0,66.75
28,Tonic,0.5,1.5204680675587945,619.9559351230595,36.91003242710207,207.5,0.0,68.25
29,Tonic,0.5,1.594221953481845,588.1505149546706,30.863367423631324,172.25,0.0,66.0
30,Tonic,0.5,1.8141434855953162,642.5471350382763,49.690687994898596,227.0,0.0,61.5
31,Tonic,0.5,1.4401139257528175,551.5427817767521,18.253369555346506,136.0,0.0,64.25
32,Tonic,0.5,1.5414407405364026,593.3460791721524,29.495221782144554,176.75,0.0,70.0
